【Excel文件】COVID-19全球数据集（节选）.xlsx
工作表数量：1
============================================================

📊 工作表 1: Data
行数: 15088, 列数: 15
----------------------------------------
                        国家/地区             大洲     纬度      经度  年平均温度  每千人医院床位数  每千人医生数    人均GDP          人口  年龄中位数  65岁及以上人口占比         日期      每日检测数         病例数       死亡数
9483              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-11-27        NaN     38405.0    1102.0
9484              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-11-28        NaN     38405.0    1107.0
9485              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-11-29        NaN     38405.0    1111.0
9486              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-11-30        NaN     38405.0    1114.0
9487              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-01        NaN     39130.0    1120.0
9488              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-02        NaN     39130.0    1129.0
9489              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-03        NaN     39130.0    1134.0
9490              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-04        NaN     39718.0    1142.0
9491              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-05        NaN     39718.0    1153.0
9492              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-06     2405.0     40131.0    1159.0
9493              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-07     2463.0     40345.0    1164.0
9494              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-08     2492.0     40551.0    1168.0
9495              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-09        NaN     40741.0    1174.0
9496              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-10        NaN     40741.0    1180.0
9497              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-11        NaN     40741.0    1186.0
9498              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-12        NaN     41394.0    1193.0
9499              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-13        NaN     41394.0    1200.0
9500              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-14     2435.0     41880.0    1205.0
9501              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-15     2462.0     42132.0    1212.0
9502              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-16        NaN     42397.0    1219.0
9503              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-17        NaN     42397.0    1227.0
9504              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-18        NaN     42397.0    1234.0
9505              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-19        NaN     43195.0    1242.0
9506              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-20        NaN     43477.0    1250.0
9507              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-21        NaN     43772.0    1257.0
9508              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-22        NaN     43772.0    1265.0
9509              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-23        NaN     43772.0    1274.0
9510              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-24        NaN     44619.0    1283.0
9511              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-25        NaN     44619.0    1289.0
9512              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-26        NaN     44619.0    1297.0
9513              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-27        NaN     44619.0    1305.0
9514              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-28        NaN     45415.0    1313.0
9515              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-29        NaN     45415.0    1313.0
9516              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-30        NaN     45960.0    1327.0
9517              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2020-12-31        NaN     45960.0    1327.0
9518              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-01        NaN     45960.0    1327.0
9519              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-02        NaN     45960.0    1327.0
9520              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-03        NaN     46803.0    1358.0
9521              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-04        NaN     47087.0    1364.0
9522              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-05        NaN     47355.0    1373.0
9523              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-06        NaN     47355.0    1382.0
9524              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-07        NaN     47948.0    1390.0
9525              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-08        NaN     48255.0    1398.0
9526              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-09        NaN     48574.0    1408.0
9527              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-10        NaN     48905.0    1419.0
9528              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-11        NaN     48905.0    1428.0
9529              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-12        NaN     49539.0    1437.0
9530              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-13        NaN     49539.0    1447.0
9531              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-14        NaN     50157.0    1459.0
9532              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-15        NaN     50157.0    1469.0
9533              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-16        NaN     50784.0    1479.0
9534              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-17        NaN     50784.0    1487.0
9535              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-18        NaN     51437.0    1498.0
9536              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-19        NaN     51437.0    1509.0
9537              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-20        NaN     51437.0    1521.0
9538              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-21        NaN     52388.0    1530.0
9539              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-22        NaN     52672.0    1540.0
9540              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-23        NaN     52672.0    1551.0
9541              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-24        NaN     53218.0    1561.0
9542              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-25        NaN     53479.0    1572.0
9543              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-26        NaN     53479.0    1583.0
9544              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-27        NaN     53989.0    1589.0
9545              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-28        NaN     53989.0    1599.0
9546              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-29        NaN     53989.0    1604.0
9547              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-30        NaN     53989.0    1614.0
9548              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-01-31        NaN     54966.0    1623.0
9549              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-01        NaN     55195.0    1632.0
9550              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-02        NaN     55195.0    1638.0
9551              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-03        NaN     55623.0    1646.0
9552              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-04        NaN     55821.0    1653.0
9553              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-05        NaN     56025.0    1662.0
9554              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-06        NaN     56237.0    1673.0
9555              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-07        NaN     56237.0    1681.0
9556              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-08        NaN     56653.0    1692.0
9557              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-09        NaN     56653.0    1701.0
9558              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-10        NaN     56653.0    1709.0
9559              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-11        NaN     56653.0    1719.0
9560              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-12        NaN     57428.0    1727.0
9561              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-13        NaN     57428.0    1734.0
9562              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-14        NaN     57428.0    1742.0
9563              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-15        NaN     58023.0    1750.0
9564              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-16        NaN     58023.0    1758.0
9565              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-17        NaN     58023.0    1767.0
9566              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-18        NaN     58546.0    1776.0
9567              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-19        NaN     58546.0    1785.0
9568              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-20        NaN     58546.0    1792.0
9569              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-21        NaN     58546.0    1799.0
9570              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-22        NaN     59235.0    1807.0
9571              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-23        NaN     59235.0    1815.0
9572              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-24        NaN     59235.0    1823.0
9573              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-25        NaN     59235.0    1832.0
9574              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-26        NaN     59866.0    1841.0
9575              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-27        NaN     59866.0    1847.0
9576              El Salvador  North America  13.79  -88.90     25      1.30    1.60   4187.3     6377853     27           8 2021-02-28        NaN     59866.0    1854.0
9577                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-02-27       10.0         1.0       NaN
9578                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-02-28       13.0         1.0       NaN
9579                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-02-29        8.0         1.0       NaN
9580                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-01       18.0         1.0       NaN
9581                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-02       22.0         1.0       NaN
9582                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-03       29.0         2.0       NaN
9583                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-04       36.0         2.0       NaN
9584                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-05       35.0         3.0       NaN
9585                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-06       72.0        10.0       NaN
9586                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-07       29.0        10.0       NaN
9587                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-08       20.0        10.0       NaN
9588                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-09       65.0        10.0       NaN
9589                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-10       61.0        12.0       NaN
9590                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-11       74.0        16.0       NaN
9591                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-12      137.0        16.0       NaN
9592                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-13      207.0        79.0       NaN
9593                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-14      166.0       115.0       NaN
9594                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-15      503.0       171.0       NaN
9595                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-16      326.0       205.0       NaN
9596                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-17      197.0       225.0       NaN
9597                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-18      542.0       258.0       NaN
9598                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-19      379.0       267.0       NaN
9599                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-20      415.0       283.0       NaN
9600                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-21      649.0       306.0       NaN
9601                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-22      165.0       326.0       NaN
9602                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-23      524.0       352.0       NaN
9603                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-24     1438.0       369.0       NaN
9604                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-25     1063.0       404.0       1.0
9605                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-26     1162.0       538.0       1.0
9606                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-27     1283.0       575.0       1.0
9607                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-28     1063.0       645.0       1.0
9608                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-29      870.0       679.0       3.0
9609                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-30     1189.0       715.0       3.0
9610                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-03-31     2025.0       745.0       4.0
9611                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-01     1410.0       779.0       5.0
9612                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-02     2590.0       858.0      11.0
9613                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-03     1623.0       961.0      12.0
9614                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-04     1417.0      1039.0      13.0
9615                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-05      916.0      1097.0      15.0
9616                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-06     1778.0      1108.0      19.0
9617                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-07     1355.0      1149.0      21.0
9618                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-08     1861.0      1185.0      24.0
9619                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-09     1594.0      1207.0      24.0
9620                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-10     1668.0      1258.0      24.0
9621                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-11      941.0      1304.0      24.0
9622                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-12      450.0      1309.0      25.0
9623                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-13     1699.0      1332.0      28.0
9624                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-14     1854.0      1373.0      31.0
9625                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-15     2269.0      1400.0      35.0
9626                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-16     1696.0      1434.0      36.0
9627                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-17     2183.0      1459.0      38.0
9628                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-18      783.0      1512.0      38.0
9629                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-19      674.0      1528.0      40.0
9630                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-20     1487.0      1535.0      40.0
9631                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-21     1668.0      1552.0      43.0
9632                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-22     1733.0      1559.0      44.0
9633                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-23     1242.0      1592.0      45.0
9634                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-24     1239.0      1605.0      46.0
9635                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-25      677.0      1635.0      46.0
9636                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-26      560.0      1643.0      49.0
9637                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-27     1286.0      1647.0      50.0
9638                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-28     1937.0      1660.0      50.0
9639                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-29     1828.0      1666.0      50.0
9640                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-04-30     1338.0      1689.0      52.0
9641                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-01      768.0      1694.0      52.0
9642                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-02      844.0      1699.0      53.0
9643                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-03      671.0      1700.0      55.0
9644                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-04     1881.0      1703.0      55.0
9645                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-05     1756.0      1711.0      55.0
9646                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-06     1832.0      1713.0      55.0
9647                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-07     1486.0      1720.0      56.0
9648                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-08     1207.0      1725.0      56.0
9649                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-09      760.0      1733.0      60.0
9650                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-10      719.0      1739.0      60.0
9651                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-11     1232.0      1741.0      61.0
9652                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-12     1355.0      1746.0      61.0
9653                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-13     1354.0      1751.0      61.0
9654                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-14     1157.0      1758.0      62.0
9655                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-15      926.0      1766.0      63.0
9656                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-16      814.0      1770.0      63.0
9657                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-17      829.0      1774.0      63.0
9658                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-18     1546.0      1784.0      64.0
9659                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-19     1241.0      1791.0      64.0
9660                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-20     1561.0      1794.0      64.0
9661                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-21     1055.0      1800.0      64.0
9662                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-22      845.0      1807.0      64.0
9663                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-23      632.0      1821.0      64.0
9664                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-24      983.0      1823.0      64.0
9665                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-25     1806.0      1824.0      65.0
9666                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-26     1841.0      1834.0      65.0
9667                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-27     1377.0      1840.0      66.0
9668                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-28     1223.0      1851.0      66.0
9669                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-29     1220.0      1859.0      67.0
9670                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-30      831.0      1865.0      67.0
9671                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-05-31      867.0      1869.0      68.0
9672                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-01     1294.0      1870.0      68.0
9673                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-02     1520.0      1870.0      68.0
9674                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-03     1269.0      1880.0      69.0
9675                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-04     1340.0      1890.0      69.0
9676                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-05     1032.0      1910.0      69.0
9677                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-06      824.0      1931.0      69.0
9678                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-07      696.0      1939.0      69.0
9679                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-08     1451.0      1940.0      69.0
9680                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-09     1443.0      1947.0      69.0
9681                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-10     1187.0      1958.0      69.0
9682                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-11     1161.0      1965.0      69.0
9683                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-12     1027.0      1970.0      69.0
9684                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-13      740.0      1973.0      69.0
9685                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-14      810.0      1973.0      69.0
9686                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-15     1392.0      1974.0      69.0
9687                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-16     1774.0      1975.0      69.0
9688                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-17     1497.0      1977.0      69.0
9689                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-18     1578.0      1977.0      69.0
9690                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-19      848.0      1979.0      69.0
9691                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-20      530.0      1981.0      69.0
9692                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-21      358.0      1981.0      69.0
9693                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-22      623.0      1981.0      69.0
9694                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-23      345.0      1982.0      69.0
9695                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-24      458.0      1983.0      69.0
9696                  Estonia         Europe  58.60   25.01      6      4.69    3.43  23723.3     1315480     42          20 2020-06-25      727.0      1984.0      69.0
